"COL0","COL1","COL2","COL3"
"24661616",639.00,16832.00,42906.00
"24661617",307.00,17760.00,40832.00
"24661618",999.00,20245.00,48192.00
"24661619",865.00,34773.00,83029.00
"24661620",904.00,43392.00,104704.00
"24661621",1202.00,20971.00,46976.00
"24661622",387.00,23360.00,49088.00
"24661623",531.00,20352.00,45568.00
"24661624",413.00,19168.00,43136.00
"24661625",491.00,0.00,64512.00
"24661626",702.00,28864.00,55680.00
"24661627",905.00,39616.00,65024.00
"24661628",612.00,34304.00,57728.00
"24661629",604.00,32032.00,68352.00
"24661630",807.00,19136.00,55168.00
"24661631",767.00,25568.00,70016.00
"24661632",593.00,23168.00,64384.00
"24661633",658.00,30251.00,83200.00
"24661634",343.00,31360.00,64384.00
"24661635",527.00,32576.00,64384.00
"24661636",506.00,30912.00,68352.00
"24661637",282.00,22048.00,57984.00
"24661638",366.00,24512.00,64896.00
"24661639",796.00,14752.00,68224.00
"24661640",831.00,28437.00,56661.00
"24661641",762.00,34944.00,64896.00
"24661642",431.00,32896.00,69376.00
"24661643",445.00,33664.00,68864.00
"24661644",434.00,28608.00,65152.00
"24661645",637.00,33088.00,66304.00
"24661646",380.00,32256.00,71424.00
"24661647",863.00,28416.00,66475.00
"24661648",448.00,27456.00,54400.00
"24661649",417.00,29504.00,64384.00
"24661650",457.00,28864.00,76032.00
"24661651",482.00,24192.00,64939.00
"24661652",521.00,28096.00,57984.00
"24661653",610.00,26560.00,51072.00
"24661654",753.00,22848.00,55936.00
"24661655",372.00,32576.00,66816.00
"24661656",334.00,30656.00,72576.00
"24661657",428.00,31232.00,60480.00
"24661658",658.00,33408.00,79360.00
"24661659",530.00,34624.00,80640.00
"24661660",577.00,31552.00,74496.00
"24661661",410.00,32064.00,60032.00
"24661662",462.00,27776.00,69760.00
"24661663",569.00,21312.00,65792.00
"24661664",670.00,27904.00,63936.00
"24661665",476.00,25408.00,65792.00
"24661666",716.00,35200.00,70144.00
"24661667",461.00,26560.00,54528.00
"24661668",600.00,27200.00,60736.00
"24661669",518.00,33152.00,62272.00
"24661670",775.00,29440.00,55488.00
"24661671",435.00,25824.00,51968.00
"24661672",389.00,25792.00,45696.00
"24661673",1083.00,26560.00,57856.00
"24661674",611.00,18714.00,57088.00
"24661675",284.00,27264.00,56960.00
"24661676",430.00,24768.00,52352.00
"24661677",417.00,25152.00,51072.00
"24661678",442.00,26816.00,66816.00
"24661679",291.00,0.00,89600.00
"24661680",613.00,26880.00,55680.00
"24661681",588.00,27477.00,51883.00
"24661682",622.00,27456.00,62635.00
"24661683",519.00,26944.00,59136.00
"24661684",645.00,27520.00,52928.00
"24661685",831.00,30272.00,54272.00
"24661686",643.00,24491.00,68864.00
"24661687",534.00,34219.00,70400.00
"24661688",469.00,35840.00,73984.00
"24661689",434.00,33493.00,75776.00
"24661690",497.00,28096.00,73984.00
"24661691",574.00,29760.00,70016.00
"24661692",734.00,24736.00,59392.00
"24661693",491.00,27296.00,65792.00
"24661694",467.00,,
"24661695",342.00,26048.00,53632.00
"24661696",587.00,25088.00,47872.00
"24661697",1198.00,19520.00,41856.00
"24661698",541.00,29461.00,59947.00
"24661699",714.00,28672.00,57728.00
"24661700",699.00,22592.00,49536.00
"24661701",456.00,26048.00,71936.00
"24661702",496.00,36224.00,51072.00
"24661703",717.00,26667.00,63232.00
"24661704",609.00,29760.00,56491.00
"24661705",723.00,27968.00,57984.00
"24661708",2737.00,37440.00,79565.00
"24661709",1207.00,29376.00,60800.00
"24661710",466.00,34176.00,63360.00
"24661711",511.00,31232.00,63659.00
"24661712",377.00,30016.00,67840.00
"24661713",552.00,39808.00,70656.00
"24661714",472.00,29760.00,58112.00
"24661715",659.00,22144.00,44352.00
"24661716",511.00,33749.00,59904.00
"24661717",452.00,26560.00,54144.00
"24661718",476.00,33088.00,58752.00
"24661719",629.00,32832.00,60416.00
"24661720",617.00,26560.00,54784.00
"24661721",466.00,31040.00,60672.00
"24661723",651.00,29888.00,50944.00
"24661725",285.00,23040.00,55936.00
"24661726",435.00,28736.00,67072.00
"24661727",466.00,32896.00,67328.00
"24661728",863.00,27008.00,50432.00
"24661729",353.00,,
"24661730",422.00,22336.00,46784.00
"24661731",479.00,29120.00,62080.00
"24661732",422.00,15211.00,56192.00
"24661733",454.00,20544.00,51904.00
"24661734",547.00,28096.00,51840.00
"24661735",529.00,31616.00,58688.00
"24661736",535.00,24928.00,57088.00
"24661737",407.00,22592.00,50560.00
"24661738",659.00,18586.00,48704.00
"24661739",547.00,25376.00,47936.00
"24661740",443.00,31040.00,54656.00
"24661741",542.00,24384.00,52608.00
"24661742",489.00,23552.00,45568.00
"24661743",406.00,27392.00,55424.00
"24661744",617.00,19808.00,53056.00
"24661745",479.00,27568.00,60288.00
"24661746",766.00,26400.00,48640.00
"24661747",488.00,28352.00,50304.00
"24661748",1026.00,29792.00,52480.00
"24661749",555.00,22229.00,55104.00
"24661750",550.00,18944.00,48448.00
"24661751",305.00,18496.00,52608.00
"24661752",716.00,24256.00,54784.00
"24661753",494.00,24704.00,51392.00
"24661754",419.00,28672.00,65792.00
"24661755",448.00,30784.00,48000.00
"24661756",413.00,23424.00,55616.00
"24661757",783.00,26368.00,54144.00
"24661758",454.00,25376.00,46272.00
"24661759",481.00,29504.00,52736.00
"24661760",415.00,25920.00,52864.00
"24661761",779.00,31232.00,55253.00
"24661762",572.00,27808.00,55808.00
"24661763",979.00,28736.00,54187.00
"24661764",480.00,22080.00,49536.00
"24661765",906.00,29376.00,60352.00
"24661766",866.00,33856.00,62080.00
"24661767",1222.00,33024.00,68437.00
"24661768",485.00,32032.00,58048.00
"24661769",332.00,34347.00,51712.00
"24661770",562.00,25952.00,47616.00
"24661771",718.00,29504.00,55488.00
"24661772",344.00,23488.00,49280.00
"24661773",649.00,26240.00,49408.00
"24661774",434.00,26816.00,43648.00
"24661775",538.00,26880.00,59136.00
"24661776",402.00,26624.00,57728.00
"24661777",658.00,29120.00,57984.00
"24661778",1138.00,26432.00,66901.00
"24661779",598.00,26325.00,60160.00
"24661780",513.00,23744.00,62720.00
"24661781",681.00,22592.00,49024.00
"24661782",589.00,26688.00,45632.00
"24661783",957.00,28288.00,50304.00
"24661784",649.00,26112.00,51072.00
"24661785",394.00,28096.00,50496.00
"24661786",559.00,22944.00,53184.00
"24661787",523.00,22912.00,51584.00
"24661788",531.00,22464.00,50304.00
"24661789",526.00,33024.00,65792.00
"24661790",570.00,19040.00,44843.00
"24661791",535.00,35669.00,59584.00
"24661792",627.00,30464.00,50901.00
"24661793",399.00,30464.00,62464.00
"24661794",415.00,23360.00,46464.00
"24661795",788.00,28096.00,54976.00
"24661796",454.00,32896.00,67243.00
"24661797",385.00,24576.00,62592.00
"24661798",592.00,38357.00,63616.00
"24661799",505.00,17344.00,44800.00
"24661800",512.00,19040.00,47744.00
"24661801",411.00,33280.00,60288.00
"24661802",597.00,33664.00,58752.00
"24661803",454.00,33280.00,64000.00
"24661804",571.00,21056.00,61440.00
"24661805",629.00,23872.00,73600.00
"24661806",720.00,32736.00,68608.00
"24661807",560.00,35712.00,69120.00
"24661808",455.00,35413.00,65792.00
"24661809",474.00,25216.00,60288.00
"24661810",1144.00,36288.00,77141.00
"24661811",464.00,33216.00,68608.00
"24661812",464.00,38784.00,63808.00
"24661813",398.00,26688.00,60544.00
"24661814",568.00,37248.00,61568.00
"24661815",332.00,37760.00,68608.00
"24661816",589.00,32384.00,68693.00
"24661817",545.00,34176.00,66048.00
"24661818",434.00,18688.00,44672.00
"24661819",636.00,33408.00,66304.00
"24661820",511.00,36224.00,63744.00
"24661821",710.00,37760.00,67200.00
"24661822",517.00,32832.00,58496.00
"24661823",544.00,36224.00,68992.00
"24661824",1000.00,46144.00,86613.00
"24661825",470.00,37760.00,82688.00
"24661826",547.00,35712.00,77568.00
"24661827",908.00,42816.00,84736.00
"24661828",636.00,40000.00,68608.00
"24661829",486.00,19733.00,70400.00
"24661830",530.00,37184.00,69888.00
"24661831",429.00,41504.00,89472.00
"24661832",546.00,21984.00,64128.00
"24661833",584.00,24704.00,60800.00
"24661834",526.00,33920.00,57088.00
"24661835",619.00,20160.00,67840.00
"24661836",337.00,32320.00,85248.00
"24661837",441.00,33920.00,86272.00
"24661838",727.00,37504.00,70976.00
"24661839",569.00,40576.00,79360.00
"24661840",327.00,25920.00,83840.00
"24661841",356.00,30784.00,86784.00
"24661842",704.00,18496.00,44288.00
"24661843",633.00,23808.00,68096.00
"24661844",532.00,27328.00,78464.00
"24661845",512.00,39552.00,77056.00
"24661846",561.00,36928.00,83200.00
"24661847",565.00,30464.00,85504.00
"24661848",709.00,32448.00,49792.00
"24661849",613.00,28608.00,56704.00
"24661850",620.00,17766.00,38272.00
"24661851",688.00,22891.00,61568.00
"24661852",679.00,23296.00,64512.00
"24661853",863.00,27712.00,59008.00
"24661854",485.00,19072.00,49536.00
"24661855",559.00,33024.00,54080.00
"24661856",360.00,35200.00,62080.00
"24661857",349.00,30016.00,63616.00
"24661858",850.00,26688.00,56960.00
"24661859",650.00,17984.00,43136.00
"24661860",600.00,21952.00,37376.00
"24661861",579.00,33088.00,68736.00
"24661862",430.00,27840.00,55424.00
"24661863",566.00,24704.00,53632.00
"24661864",346.00,28912.00,51840.00
"24661865",488.00,19392.00,56960.00
"24661866",511.00,34528.00,65024.00
"24661867",433.00,18816.00,56363.00
"24661868",474.00,25792.00,43904.00
"24661869",449.00,24469.00,52224.00
"24661870",757.00,30464.00,60480.00
"24661871",1333.00,33877.00,61013.00
"24661872",398.00,,
"24661873",603.00,22976.00,41280.00
"24661874",694.00,30976.00,46336.00
"24661877",441.00,22720.00,37696.00
"24661879",871.00,26304.00,60928.00
"24661880",534.00,31936.00,61760.00
"24661881",680.00,34816.00,59008.00
"24661882",1000.00,28608.00,50048.00
"24661883",633.00,21312.00,51840.00
"24661884",543.00,36224.00,46208.00
"24661885",742.00,24640.00,60800.00
"24661886",620.00,18960.00,60032.00
"24661887",589.00,27904.00,61952.00
"24661889",1271.00,30704.00,57152.00
"24661890",377.00,35840.00,61312.00
"24661891",307.00,33728.00,69376.00
"24661892",516.00,27264.00,63104.00
"24661893",305.00,30272.00,58496.00
"24661894",586.00,34304.00,62592.00
"24661895",627.00,31936.00,67712.00
"24661896",476.00,26432.00,73984.00
"24661897",656.00,28480.00,75674.00
"24661898",526.00,28992.00,74880.00
"24661899",922.00,23872.00,62592.00
"24661900",554.00,27456.00,80128.00
"24661901",389.00,38016.00,77568.00
"24661902",673.00,35648.00,77056.00
"24661903",422.00,25216.00,54656.00
"24661904",440.00,43264.00,79360.00
"24661905",511.00,33237.00,88832.00
"24661906",472.00,38336.00,66304.00
"24661907",642.00,35200.00,79104.00
"24661908",735.00,41536.00,72448.00
"24661909",380.00,33920.00,66304.00
"24661910",472.00,37504.00,71424.00
"24661911",508.00,33109.00,86528.00
"24661912",443.00,36736.00,74325.00
"24661913",547.00,37888.00,69376.00
"24661916",635.00,19008.00,47744.00
"24661917",727.00,23104.00,53120.00
"24661918",583.00,26304.00,51584.00
"24661919",832.00,17401.00,35488.00
"24661920",408.00,18560.00,50240.00
"24661921",372.00,28032.00,46720.00
"24661922",466.00,18240.00,52907.00
"24661925",2333.00,40448.00,93824.00
"24661926",448.00,43648.00,69120.00
"24661927",958.00,32224.00,63232.00
"24661928",596.00,37931.00,64640.00
"24661929",492.00,24384.00,57984.00
"24661936",382.00,22368.00,71424.00
"24661937",675.00,34752.00,87808.00
"24661940",652.00,20032.00,44416.00
"24661941",469.00,20352.00,46720.00
"24661942",329.00,31168.00,54144.00
"24661943",477.00,16736.00,41600.00
"24661944",697.00,22560.00,75136.00
"24661945",367.00,21824.00,47232.00
"24661946",638.00,24256.00,59520.00
"24661947",433.00,25600.00,54656.00
"24661948",508.00,36864.00,73984.00
"24661949",643.00,26304.00,78080.00
"24661950",389.00,25600.00,77184.00
"24661953",597.00,31264.00,79744.00
"24661954",726.00,26048.00,64128.00
"24661955",466.00,35008.00,65088.00
"24661956",442.00,39424.00,75520.00
"24661957",701.00,36224.00,66560.00
"24661958",729.00,20160.00,54400.00
"24661959",475.00,20960.00,50048.00
"24661960",581.00,23936.00,49792.00
"24661961",506.00,42112.00,67328.00
"24661962",432.00,19371.00,52864.00
"24661963",730.00,29696.00,57557.00
"24661964",724.00,25856.00,66389.00
"24661965",577.00,25728.00,63872.00
"24661966",1096.00,37728.00,73045.00
"24661967",829.00,21184.00,56960.00
"24661968",518.00,25216.00,56192.00
"24661969",632.00,22976.00,55040.00
"24661970",474.00,29248.00,61056.00
"24661971",455.00,22656.00,52352.00
"24661972",724.00,25664.00,60352.00
"24661973",473.00,23552.00,62848.00
"24661974",495.00,26304.00,77483.00
"24661975",553.00,32896.00,79616.00
"24661976",545.00,33024.00,72960.00
"24661977",396.00,29120.00,67840.00
"24661978",547.00,33664.00,68352.00
"24661979",644.00,31648.00,78208.00
"24661980",538.00,29824.00,65216.00
"24661981",476.00,29440.00,66816.00
"24661982",509.00,29056.00,60608.00
"24661983",608.00,26176.00,56192.00
"24661984",602.00,29760.00,66560.00
"24661985",364.00,17920.00,36224.00
"24661986",601.00,27904.00,49088.00
"24661987",376.00,32064.00,53248.00
"24661988",318.00,37376.00,59520.00
"24661989",522.00,31680.00,67584.00
"24661990",459.00,25792.00,58496.00
"24661991",576.00,30805.00,56917.00
"24661992",533.00,23744.00,59264.00
"24661993",595.00,31232.00,70912.00
"24661994",467.00,26176.00,50816.00
"24661995",697.00,23680.00,53504.00
"24661996",452.00,31424.00,76800.00
"24661997",512.00,31232.00,66432.00
"24661998",675.00,28992.00,60032.00
"24661999",598.00,28736.00,67584.00
"24662000",481.00,30656.00,63872.00
"24662001",582.00,28480.00,56960.00
"24662002",562.00,13888.00,54528.00
"24662003",281.00,18240.00,57600.00
"24662004",533.00,31872.00,58624.00
"24662005",498.00,29504.00,57280.00
"24662006",551.00,28224.00,50176.00
"24662007",566.00,23744.00,49600.00
"24662008",505.00,35776.00,73131.00
"24662009",472.00,27776.00,63104.00
"24662010",549.00,29440.00,58752.00
"24662011",732.00,29312.00,67925.00
"24662012",647.00,20928.00,68608.00
"24662013",545.00,28608.00,55680.00
"24662014",729.00,29568.00,51584.00
"24662015",363.00,35392.00,57344.00
"24662016",587.00,34176.00,65963.00
"24662017",382.00,36992.00,64192.00
"24662018",413.00,26752.00,59264.00
"24662019",410.00,31424.00,56704.00
"24662020",440.00,28224.00,62848.00
"24662021",433.00,29824.00,56192.00
"24662022",472.00,32832.00,64213.00
"24662024",1108.00,25664.00,60032.00
"24662025",695.00,18944.00,46400.00
"24662026",785.00,22805.00,47275.00
"24662027",590.00,31808.00,56363.00
"24662028",427.00,26304.00,55872.00
"24662029",554.00,32320.00,50240.00
"24662030",513.00,34347.00,66048.00
"24662031",696.00,31744.00,62976.00
"24662032",615.00,23680.00,54208.00
"24662033",401.00,30528.00,72448.00
"24662034",296.00,45653.00,75776.00
"24662035",567.00,42880.00,69888.00
"24662036",491.00,41472.00,86784.00
"24662037",569.00,32768.00,59264.00
"24662038",448.00,41643.00,68352.00
"24662039",319.00,44245.00,75776.00
"24662040",973.00,25344.00,52992.00
"24662041",808.00,22240.00,64640.00
"24662042",552.00,31910.00,61824.00
"24662043",273.00,15840.00,35200.00
"24662044",494.00,19883.00,47232.00
"24662045",624.00,25664.00,55936.00
"24662046",763.00,30432.00,60160.00
"24662047",477.00,25760.00,59456.00
"24662048",500.00,29632.00,48512.00
"24662049",687.00,25888.00,53760.00
"24662050",566.00,31104.00,76544.00
"24662051",670.00,22080.00,49856.00
"24662052",516.00,27456.00,51925.00
"24662053",606.00,23526.00,56576.00
"24662054",736.00,42112.00,79104.00
"24662055",1004.00,18752.00,52608.00
"24662056",884.00,21056.00,52544.00
"24662057",611.00,12498.00,38221.00
"24662058",859.00,39424.00,73344.00
"24662064",674.00,36032.00,71424.00
"24662065",568.00,24512.00,55616.00
"24662066",1107.00,34624.00,68267.00
"24662067",0.00,,
"24662069",461.00,24896.00,46720.00
"24662070",850.00,30272.00,62336.00
"24662071",588.00,28096.00,52608.00
"24662072",597.00,36224.00,57984.00
"24662073",1389.00,20186.00,76105.00
"24662074",665.00,28736.00,56704.00
"24662075",473.00,21952.00,48043.00
"24662076",646.00,27200.00,58240.00
"24662077",509.00,26496.00,55616.00
"24662078",601.00,29696.00,61312.00
"24662079",680.00,23808.00,63360.00
"24662080",558.00,26720.00,59136.00
"24662081",774.00,25536.00,46464.00
"24662082",454.00,18496.00,42880.00
"24662083",575.00,19883.00,44459.00
"24662084",766.00,30192.00,74325.00
"24662085",658.00,27968.00,67840.00
"24662086",648.00,26624.00,55253.00
"24662087",745.00,23296.00,46016.00
"24662088",712.00,19520.00,43136.00
"24662089",1313.00,21536.00,69696.00
"24662090",698.00,31808.00,65792.00
"24662091",444.00,26688.00,63424.00
"24662092",606.00,31723.00,63019.00
"24662093",490.00,27744.00,62784.00
"24662094",698.00,31648.00,65920.00
"24662095",594.00,33312.00,83840.00
"24662096",552.00,30528.00,53376.00
"24662097",573.00,33152.00,69120.00
"24662098",352.00,29888.00,66048.00
"24662099",587.00,32896.00,65792.00
"24662100",401.00,22720.00,57728.00
"24662101",405.00,29376.00,60288.00
"24662102",305.00,26624.00,49600.00
"24662103",441.00,30656.00,68352.00
"24662104",592.00,36608.00,65408.00
"24662105",584.00,29888.00,64128.00
"24662106",472.00,31360.00,63168.00
"24662108",736.00,23424.00,55680.00
"24662109",607.00,21632.00,46208.00
"24662110",447.00,23872.00,54528.00
"24662111",451.00,40320.00,72192.00
"24662112",526.00,44800.00,88576.00
"24662113",468.00,0.00,204800.00
"24662114",699.00,33536.00,63360.00
"24662115",1008.00,30758.00,62144.00
"24662116",544.00,20928.00,40448.00
"24662117",328.00,37120.00,81152.00
"24662118",379.00,34688.00,89344.00
"24662119",872.00,40704.00,94976.00
"24662120",508.00,30656.00,73984.00
"24662121",485.00,32064.00,70400.00
"24662122",660.00,43136.00,101376.00
"24662123",419.00,27200.00,68864.00
"24662124",526.00,33408.00,63168.00
"24662125",660.00,21696.00,58752.00
"24662126",545.00,28096.00,64384.00
"24662127",760.00,18912.00,50240.00
"24662128",818.00,32704.00,66816.00
"24662129",549.00,19968.00,58752.00
"24662130",475.00,30336.00,59264.00
"24662131",612.00,24992.00,46208.00
"24662132",606.00,30784.00,62336.00
"24662133",514.00,33344.00,60544.00
"24662134",475.00,22592.00,41088.00
"24662135",449.00,36992.00,68352.00
"24662136",1767.00,43392.00,76288.00
"24662137",331.00,36160.00,60032.00
"24662138",606.00,23488.00,85760.00
"24662140",807.00,17865.00,33408.00
"24662141",504.00,14912.00,29312.00
"24662142",785.00,30496.00,52608.00
"24662143",359.00,43904.00,112384.00
"24662144",804.00,53888.00,124160.00
"24662145",445.00,46464.00,66304.00
"24662147",598.00,50560.00,81664.00
"24662148",708.00,39552.00,67072.00
"24662149",716.00,26496.00,95488.00
"24662150",646.00,43264.00,115200.00
"24662151",509.00,26080.00,46720.00
"24662152",906.00,27968.00,54656.00
"24662153",694.00,25280.00,64256.00
"24662154",816.00,27296.00,59904.00
"24662155",1106.00,18624.00,49024.00
"24662156",349.00,19456.00,53440.00
"24662157",587.00,23584.00,54144.00
"24662158",569.00,21440.00,56448.00
"24662159",679.00,27264.00,50816.00
"24662160",762.00,35136.00,69696.00
"24662161",698.00,28288.00,66752.00
"24662162",507.00,28352.00,52395.00
"24662163",1005.00,29312.00,51520.00
"24662164",515.00,17920.00,35200.00
"24662165",608.00,25248.00,49920.00
"24662167",602.00,20416.00,49984.00
"24662168",619.00,22080.00,45760.00
"24662169",348.00,28992.00,58368.00
"24662170",680.00,32576.00,69888.00
"24662171",831.00,37568.00,75136.00
"24662172",482.00,23168.00,68608.00
"24662173",534.00,32192.00,66816.00
"24662174",870.00,25280.00,48640.00
"24662175",720.00,26848.00,58453.00
"24662176",639.00,24704.00,52992.00
"24662177",318.00,29760.00,69376.00
"24662178",864.00,24256.00,56320.00
"24662179",895.00,31040.00,62912.00
"24662180",861.00,22613.00,46848.00
"24662182",493.00,22400.00,51883.00
"24662183",250.00,27712.00,44288.00
"24662187",713.00,33792.00,57216.00
"24662192",552.00,32768.00,59264.00
"24662193",970.00,34731.00,71424.00
"24662194",2076.00,42368.00,73033.00
"24662195",542.00,29888.00,56960.00
"24662196",491.00,26048.00,47744.00
"24662197",589.00,28608.00,65280.00
"24662198",655.00,30656.00,62272.00
"24662199",564.00,23616.00,51264.00
"24662200",433.00,21440.00,43392.00
"24662201",506.00,25472.00,46592.00
"24662202",458.00,31552.00,60544.00
"24662203",764.00,30784.00,55424.00
"24662204",535.00,21568.00,44288.00
"24662205",954.00,31104.00,73984.00
"24662206",444.00,0.00,86272.00
"24662209",719.00,31424.00,59392.00
"24662210",428.00,27072.00,61632.00
"24662211",517.00,31936.00,71424.00
"24662212",424.00,32192.00,65877.00
"24662213",417.00,32256.00,87808.00
"24662214",597.00,23504.00,42496.00
"24662215",735.00,22656.00,39040.00
"24662216",1372.00,39765.00,69376.00
"24662217",1138.00,20800.00,60544.00
"24662218",546.00,27744.00,61525.00
"24662219",415.00,30912.00,87296.00
"24662220",680.00,28480.00,56960.00
"24662221",624.00,38784.00,91136.00
"24662222",591.00,50688.00,100864.00
"24662223",476.00,38272.00,99072.00
"24662224",439.00,40064.00,107264.00
"24662225",549.00,19200.00,96768.00
"24662226",600.00,48256.00,102912.00
"24662227",532.00,39552.00,104192.00
"24662228",707.00,38784.00,96384.00
"24662229",580.00,38784.00,107264.00
"24662230",561.00,37760.00,99328.00
"24662231",385.00,28864.00,101632.00
"24662232",509.00,33024.00,65536.00
"24662233",1477.00,39936.00,71936.00
"24662234",491.00,23872.00,45824.00
"24662235",344.00,25088.00,43200.00
"24662236",623.00,41600.00,98944.00
"24662237",429.00,32704.00,70400.00
"24662238",884.00,34304.00,79872.00
"24662239",533.00,32192.00,85077.00
"24662240",651.00,33088.00,53632.00
"24662241",517.00,31104.00,69632.00
"24662242",762.00,31552.00,67840.00
"24662243",598.00,28768.00,58240.00
"24662244",436.00,37248.00,86272.00
"24662245",450.00,34304.00,86400.00
"24662246",1224.00,29888.00,55552.00
"24662247",0.00,,
"24662248",467.00,44672.00,133120.00
"24662250",540.00,48704.00,90880.00
"24662251",513.00,27712.00,86016.00
"24662252",361.00,0.00,104192.00
"24662253",376.00,41600.00,72448.00
"24662254",448.00,35328.00,78464.00
"24662255",487.00,31360.00,70400.00
"24662256",511.00,37760.00,90368.00
"24662257",582.00,42240.00,102912.00
"24662258",445.00,41152.00,92416.00
"24662259",693.00,32736.00,82816.00
"24662260",549.00,41344.00,88576.00
"24662261",1205.00,39040.00,70400.00
"24662262",547.00,33920.00,85504.00
"24662263",524.00,36224.00,86272.00
"24662264",514.00,40832.00,84736.00
"24662265",576.00,35456.00,94464.00
"24662266",496.00,39936.00,96768.00
"24662267",609.00,41472.00,83712.00
"24662268",297.00,0.00,97024.00
"24662269",1294.00,44416.00,96000.00
"24662270",424.00,42368.00,72960.00
"24662271",769.00,38144.00,86656.00
"24662272",594.00,39296.00,68352.00
"24662273",483.00,36224.00,78080.00
"24662274",543.00,48896.00,98432.00
"24662275",547.00,45440.00,95872.00
"24662276",501.00,0.00,90112.00
"24662277",634.00,0.00,90624.00
"24662278",764.00,32576.00,64128.00
"24662279",434.00,26144.00,43904.00
"24662280",503.00,43456.00,87808.00
"24662281",462.00,0.00,97536.00
"24662282",470.00,32704.00,74240.00
"24662283",436.00,0.00,97024.00
"24662284",637.00,43136.00,108800.00
"24662285",382.00,,
"24662286",383.00,0.00,102144.00
"24662287",443.00,40064.00,78336.00
"24662288",438.00,45184.00,92928.00
"24662289",849.00,33152.00,73600.00
"24662290",671.00,47232.00,110848.00
"24662291",699.00,40576.00,67712.00
"24662292",562.00,0.00,101120.00
"24662293",577.00,0.00,104619.00
"24662294",471.00,44032.00,111808.00
"24662295",379.00,0.00,110080.00
"24662296",452.00,0.00,103936.00
"24662297",486.00,43904.00,103424.00
"24662298",507.00,45184.00,94976.00
"24662299",581.00,29888.00,69376.00
"24662300",445.00,55808.00,73856.00
"24662301",553.00,45440.00,96512.00
"24662302",441.00,0.00,97536.00
"24662303",574.00,0.00,124928.00
"24662304",485.00,65792.00,123136.00
"24662305",561.00,36608.00,102656.00
"24662306",402.00,46976.00,99072.00
"24662307",392.00,0.00,99840.00
"24662308",506.00,42624.00,112640.00
"24662309",388.00,43648.00,97536.00
"24662310",437.00,0.00,111488.00
"24662311",519.00,58496.00,116480.00
"24662312",473.00,0.00,119808.00
"24662313",590.00,47104.00,106411.00
"24662314",507.00,38400.00,69888.00
"24662315",535.00,70656.00,119424.00
"24662316",377.00,0.00,128000.00
"24662317",526.00,0.00,125696.00
"24662318",459.00,0.00,106752.00
"24662319",469.00,35200.00,100864.00
"24662320",675.00,0.00,97536.00
"24662321",513.00,39808.00,83627.00
"24662322",795.00,46464.00,91392.00
"24662323",582.00,0.00,95360.00
"24662324",632.00,0.00,93099.00
"24662325",766.00,44416.00,92672.00
"24662326",622.00,32320.00,74624.00
"24662327",609.00,39808.00,80384.00
"24662328",555.00,42624.00,84736.00
"24662329",483.00,32064.00,74496.00
"24662330",429.00,0.00,77397.00
"24662331",657.00,0.00,86912.00
"24662332",1181.00,29120.00,51755.00
"24662333",427.00,25056.00,49792.00
"24662334",551.00,36480.00,85120.00
"24662335",542.00,32448.00,60800.00
"24662336",797.00,24064.00,50048.00
"24662337",408.00,26016.00,48256.00
"24662338",421.00,27456.00,57045.00
"24662339",466.00,30784.00,71936.00
"24662340",413.00,0.00,96512.00
"24662341",758.00,31680.00,82688.00
"24662342",513.00,0.00,83200.00
"24662343",457.00,0.00,90368.00
"24662344",491.00,0.00,91648.00
"24662345",496.00,0.00,112384.00
"24662346",473.00,0.00,102656.00
"24662347",388.00,0.00,91989.00
"24662348",477.00,30912.00,82944.00
"24662349",495.00,0.00,96512.00
"24662350",333.00,0.00,74752.00
"24662351",219.00,,
"24662352",587.00,44160.00,88832.00
"24662353",1284.00,27264.00,64768.00
"24662354",350.00,0.00,80384.00
"24662355",543.00,25792.00,61824.00
"24662356",456.00,37248.00,93952.00
"24662357",874.00,31360.00,65152.00
"24662358",1094.00,38528.00,64128.00
"24662359",440.00,0.00,80640.00
"24662362",330.00,0.00,93568.00
"24662363",402.00,0.00,118528.00
"24662364",467.00,0.00,103680.00
"24662365",339.00,0.00,114432.00
"24662366",569.00,0.00,110848.00
"24662367",726.00,0.00,98048.00
"24662368",765.00,40064.00,95232.00
"24662369",485.00,42752.00,80640.00
"24662370",500.00,38656.00,90752.00
"24662371",487.00,0.00,85760.00
"24662372",519.00,0.00,84224.00
"24662373",487.00,0.00,76416.00
"24662374",382.00,39424.00,80896.00
"24662375",683.00,28736.00,60864.00
"24662376",438.00,0.00,81408.00
"24662377",540.00,32704.00,83712.00
"24662378",468.00,28864.00,82261.00
"24662379",650.00,40576.00,88917.00
"24662380",495.00,27424.00,80640.00
"24662381",557.00,29120.00,73472.00
"24662382",481.00,35712.00,76672.00
"24662383",529.00,28064.00,60288.00
"24662384",496.00,31552.00,64256.00
"24662385",703.00,35456.00,83456.00
"24662386",889.00,22528.00,78251.00
"24662387",1182.00,20864.00,45376.00
"24662388",513.00,33024.00,89088.00
"24662389",508.00,0.00,81152.00
"24662390",490.00,0.00,88320.00
"24662391",942.00,23872.00,76373.00
"24662392",637.00,30272.00,65877.00
"24662393",391.00,0.00,99072.00
"24662394",763.00,22720.00,79936.00
"24662395",457.00,0.00,90560.00
"24662396",547.00,0.00,96000.00
"24662397",1016.00,45184.00,111104.00
"24662398",1355.00,42752.00,82752.00
"24662399",818.00,32544.00,62848.00
"24662400",835.00,36736.00,66816.00
